meter_id,service_addr,customer,acct,read_dt,reading,units,diag,route,comment
M-1219,"1633 Grain Elevator Rd, Wiley, CO 81092",Resident 1219,A-20219,2025/02/13,409975,gal,,R4,
M-1220,"1640 Main St, Wiley, CO 81092",Resident 1220,A-20220,2025/02/13,316057,gal,,R5,
M-1221,"1647 County Rd 10, Wiley, CO 81092",Resident 1221,A-20221,2025/02/13,274288,gal,,R6,
M-1222,"1654 County Rd 14, Wiley, CO 81092",Resident 1222,A-20222,2025/02/13,236942,gal,,R1,
M-1223,"1661 Highway 287, Wiley, CO 81092",Resident 1223,A-20223,2025/02/13,307766,gal,,R2,
M-1224,"1668 Maple Ave, Wiley, CO 81092",Resident 1224,A-20224,2025/02/13,410935,gal,,R3,
M-1225,"1675 Oak St, Wiley, CO 81092",Resident 1225,A-20225,2025/02/13,365730,gal,,R4,
M-1226,"1682 Elm St, Wiley, CO 81092",Resident 1226,A-20226,2025/02/13,146033,gal,,R5,
M-1227,"1689 3rd Ave, Wiley, CO 81092",Resident 1227,A-20227,2025/02/13,278175,gal,,R6,
M-1228,"1696 5th St, Wiley, CO 81092",Resident 1228,A-20228,2025/02/13,397080,gal,,R1,
M-1229,"1703 Ranch Rd, Wiley, CO 81092",Resident 1229,A-20229,2025/02/13,206696,gal,,R2,
M-1230,"1710 Irrigation Ln, Wiley, CO 81092",Resident 1230,A-20230,2025/02/13,236604,gal,,R3,
M-1231,"1717 North Frontage, Wiley, CO 81092",Resident 1231,A-20231,2025/02/13,126150,gal,,R4,
M-1232,"1724 South Loop, Wiley, CO 81092",Resident 1232,A-20232,2025/02/13,303853,gal,,R5,
M-1233,"1731 Pioneer Rd, Wiley, CO 81092",Resident 1233,A-20233,2025/02/13,103577,gal,,R6,
M-1234,"1738 Cottonwood Dr, Wiley, CO 81092",Resident 1234,A-20234,2025/02/13,353012,gal,,R1,
M-1235,"1745 Sand Creek Rd, Wiley, CO 81092",Resident 1235,A-20235,2025/02/13,368787,gal,,R2,
M-1236,"1752 Prairie View, Wiley, CO 81092",Resident 1236,A-20236,2025/02/13,203025,gal,,R3,
M-1237,"1759 School House Rd, Wiley, CO 81092",Resident 1237,A-20237,2025/02/13,291074,gal,,R4,
M-1238,"1766 Cemetery Rd, Wiley, CO 81092",Resident 1238,A-20238,2025/02/13,311020,gal,,R5,
M-1239,"1773 Grain Elevator Rd, Wiley, CO 81092",Resident 1239,A-20239,2025/02/13,123143,gal,,R6,
M-1240,"1780 Main St, Wiley, CO 81092",Resident 1240,A-20240,2025/02/13,440259,gal,,R1,
M-1241,"1787 County Rd 10, Wiley, CO 81092",Resident 1241,A-20241,2025/02/13,260803,gal,,R2,
M-1242,"1794 County Rd 14, Wiley, CO 81092",Resident 1242,A-20242,2025/02/13,398104,gal,,R3,
M-1243,"1801 Highway 287, Wiley, CO 81092",Resident 1243,A-20243,2025/02/13,241772,gal,,R4,
M-1244,"1808 Maple Ave, Wiley, CO 81092",Resident 1244,A-20244,2025/02/13,537983,gal,,R5,
M-1245,"1815 Oak St, Wiley, CO 81092",Resident 1245,A-20245,2025/02/13,132747,gal,,R6,
M-1246,"1822 Elm St, Wiley, CO 81092",Resident 1246,A-20246,2025/02/13,239816,gal,,R1,
M-1247,"1829 3rd Ave, Wiley, CO 81092",Resident 1247,A-20247,2025/02/13,331579,gal,,R2,
M-1248,"1836 5th St, Wiley, CO 81092",Resident 1248,A-20248,2025/02/13,258177,gal,,R3,
M-1249,"1843 Ranch Rd, Wiley, CO 81092",Resident 1249,A-20249,2025/02/13,443612,gal,,R4,
M-1250,"1850 Irrigation Ln, Wiley, CO 81092",Resident 1250,A-20250,2025/02/13,290203,gal,,R5,
M-1251,"1857 North Frontage, Wiley, CO 81092",Resident 1251,A-20251,2025/02/13,265366,gal,,R6,
M-1252,"1864 South Loop, Wiley, CO 81092",Resident 1252,A-20252,2025/02/13,287455,gal,,R1,
M-1253,"1871 Pioneer Rd, Wiley, CO 81092",Resident 1253,A-20253,2025/02/13,219987,gal,,R2,
M-1254,"1878 Cottonwood Dr, Wiley, CO 81092",Resident 1254,A-20254,2025/02/13,359069,gal,,R3,
M-1255,"1885 Sand Creek Rd, Wiley, CO 81092",Resident 1255,A-20255,2025/02/13,169473,gal,,R4,
M-1256,"1892 Prairie View, Wiley, CO 81092",Resident 1256,A-20256,2025/02/13,200252,gal,,R5,
M-1257,"1899 School House Rd, Wiley, CO 81092",Resident 1257,A-20257,2025/02/13,286935,gal,,R6,
M-1258,"1906 Cemetery Rd, Wiley, CO 81092",Resident 1258,A-20258,2025/02/13,425619,gal,,R1,
M-1259,"1913 Grain Elevator Rd, Wiley, CO 81092",Resident 1259,A-20259,2025/02/13,266622,gal,,R2,
M-1260,"1920 Main St, Wiley, CO 81092",Resident 1260,A-20260,2025/02/13,157916,gal,,R3,
M-1261,"1927 County Rd 10, Wiley, CO 81092",Resident 1261,A-20261,2025/02/13,403083,gal,,R4,
M-1262,"1934 County Rd 14, Wiley, CO 81092",Resident 1262,A-20262,2025/02/13,366245,gal,,R5,
M-1263,"1941 Highway 287, Wiley, CO 81092",Resident 1263,A-20263,2025/02/13,246983,gal,,R6,
M-1264,"1948 Maple Ave, Wiley, CO 81092",Resident 1264,A-20264,2025/02/13,289445,gal,,R1,
M-1265,"1955 Oak St, Wiley, CO 81092",Resident 1265,A-20265,2025/02/13,364994,gal,,R2,
M-1266,"1962 Elm St, Wiley, CO 81092",Resident 1266,A-20266,2025/02/13,98820,gal,,R3,
M-1267,"1969 3rd Ave, Wiley, CO 81092",Resident 1267,A-20267,2025/02/13,247799,gal,,R4,
M-1268,"1976 5th St, Wiley, CO 81092",Resident 1268,A-20268,2025/02/13,226074,gal,,R5,
M-1269,"1983 Ranch Rd, Wiley, CO 81092",Resident 1269,A-20269,2025/02/13,205917,gal,,R6,
M-1270,"1990 Irrigation Ln, Wiley, CO 81092",Resident 1270,A-20270,2025/02/13,297269,gal,,R1,
M-1271,"1997 North Frontage, Wiley, CO 81092",Resident 1271,A-20271,2025/02/13,405875,gal,,R2,
M-1272,"2004 South Loop, Wiley, CO 81092",Resident 1272,A-20272,2025/02/13,413066,gal,,R3,
M-1273,"2011 Pioneer Rd, Wiley, CO 81092",Resident 1273,A-20273,2025/02/13,438965,gal,,R4,
M-1274,"2018 Cottonwood Dr, Wiley, CO 81092",Resident 1274,A-20274,2025/02/13,257580,gal,,R5,
M-1275,"2025 Sand Creek Rd, Wiley, CO 81092",Resident 1275,A-20275,2025/02/13,322750,gal,,R6,
M-1276,"2032 Prairie View, Wiley, CO 81092",Resident 1276,A-20276,2025/02/13,322705,gal,,R1,
M-1277,"2039 School House Rd, Wiley, CO 81092",Resident 1277,A-20277,2025/02/13,319452,gal,,R2,
M-1278,"2046 Cemetery Rd, Wiley, CO 81092",Resident 1278,A-20278,2025/02/13,185858,gal,,R3,
M-1279,"2053 Grain Elevator Rd, Wiley, CO 81092",Resident 1279,A-20279,2025/02/13,337756,gal,,R4,
M-1280,"2060 Main St, Wiley, CO 81092",Resident 1280,A-20280,2025/02/13,317898,gal,,R5,
M-1281,"2067 County Rd 10, Wiley, CO 81092",Resident 1281,A-20281,2025/02/13,190443,gal,,R6,
M-1282,"2074 County Rd 14, Wiley, CO 81092",Resident 1282,A-20282,2025/02/13,433483,gal,,R1,
M-1283,"2081 Highway 287, Wiley, CO 81092",Resident 1283,A-20283,2025/02/13,128527,gal,,R2,
M-1284,"2088 Maple Ave, Wiley, CO 81092",Resident 1284,A-20284,2025/02/13,236728,gal,,R3,
M-1285,"2095 Oak St, Wiley, CO 81092",Resident 1285,A-20285,2025/02/13,358168,gal,,R4,
M-1286,"2102 Elm St, Wiley, CO 81092",Resident 1286,A-20286,2025/02/13,438092,gal,,R5,
M-1287,"2109 3rd Ave, Wiley, CO 81092",Resident 1287,A-20287,2025/02/13,433561,gal,,R6,
M-1288,"2116 5th St, Wiley, CO 81092",Resident 1288,A-20288,2025/02/13,391757,gal,,R1,
M-1289,"2123 Ranch Rd, Wiley, CO 81092",Resident 1289,A-20289,2025/02/13,276236,gal,,R2,
M-1290,"2130 Irrigation Ln, Wiley, CO 81092",Resident 1290,A-20290,2025/02/13,147878,gal,,R3,
M-1291,"2137 North Frontage, Wiley, CO 81092",Resident 1291,A-20291,2025/02/13,221196,gal,,R4,
M-1292,"2144 South Loop, Wiley, CO 81092",Resident 1292,A-20292,2025/02/13,231215,gal,,R5,
M-1293,"2151 Pioneer Rd, Wiley, CO 81092",Resident 1293,A-20293,2025/02/13,185242,gal,,R6,
M-1294,"2158 Cottonwood Dr, Wiley, CO 81092",Resident 1294,A-20294,2025/02/13,190435,gal,,R1,
M-1295,"2165 Sand Creek Rd, Wiley, CO 81092",Resident 1295,A-20295,2025/02/13,184142,gal,,R2,
M-1296,"2172 Prairie View, Wiley, CO 81092",Resident 1296,A-20296,2025/02/13,94521,gal,,R3,
M-1297,"2179 School House Rd, Wiley, CO 81092",Resident 1297,A-20297,2025/02/13,94367,gal,,R4,
M-1298,"2186 Cemetery Rd, Wiley, CO 81092",Resident 1298,A-20298,2025/02/13,203616,gal,,R5,
M-1299,"2193 Grain Elevator Rd, Wiley, CO 81092",Resident 1299,A-20299,2025/02/13,321441,gal,,R6,
M-1300,"2200 Main St, Wiley, CO 81092",Resident 1300,A-20300,2025/02/13,395798,gal,,R1,
M-1001,"107 County Rd 10, Wiley, CO 81092",Resident 1001,A-20001,2025/03/14,385799,gal,,R2,
M-1002,"114 County Rd 14, Wiley, CO 81092",Resident 1002,A-20002,2025/03/14,308582,gal,,R3,
M-1003,"121 Highway 287, Wiley, CO 81092",Resident 1003,A-20003,2025/03/14,140984,gal,,R4,
M-1004,"128 Maple Ave, Wiley, CO 81092",Resident 1004,A-20004,2025/03/14,334966,gal,,R5,
M-1005,"135 Oak St, Wiley, CO 81092",Resident 1005,A-20005,2025/03/14,179407,gal,,R6,
M-1006,"142 Elm St, Wiley, CO 81092",Resident 1006,A-20006,2025/03/14,226735,gal,,R1,
M-1007,"149 3rd Ave, Wiley, CO 81092",Resident 1007,A-20007,2025/03/14,322234,gal,,R2,
M-1008,"156 5th St, Wiley, CO 81092",Resident 1008,A-20008,2025/03/14,205473,gal,,R3,
M-1009,"163 Ranch Rd, Wiley, CO 81092",Resident 1009,A-20009,2025/03/14,150524,gal,,R4,
M-1010,"170 Irrigation Ln, Wiley, CO 81092",Resident 1010,A-20010,2025/03/14,304207,gal,,R5,
M-1011,"177 North Frontage, Wiley, CO 81092",Resident 1011,A-20011,2025/03/14,394768,gal,,R6,
M-1012,"184 South Loop, Wiley, CO 81092",Resident 1012,A-20012,2025/03/14,165982,gal,,R1,
M-1013,"191 Pioneer Rd, Wiley, CO 81092",Resident 1013,A-20013,2025/03/14,124408,gal,,R2,
M-1014,"198 Cottonwood Dr, Wiley, CO 81092",Resident 1014,A-20014,2025/03/14,413475,gal,,R3,
M-1015,"205 Sand Creek Rd, Wiley, CO 81092",Resident 1015,A-20015,2025/03/14,385671,gal,,R4,
M-1016,"212 Prairie View, Wiley, CO 81092",Resident 1016,A-20016,2025/03/14,100024,gal,,R5,
M-1017,"219 School House Rd, Wiley, CO 81092",Resident 1017,A-20017,2025/03/14,116980,gal,,R6,
M-1018,"226 Cemetery Rd, Wiley, CO 81092",Resident 1018,A-20018,2025/03/14,192131,gal,,R1,
M-1019,"233 Grain Elevator Rd, Wiley, CO 81092",Resident 1019,A-20019,2025/03/14,158525,gal,,R2,
M-1020,"240 Main St, Wiley, CO 81092",Resident 1020,A-20020,2025/03/14,291691,gal,,R3,
M-1021,"247 County Rd 10, Wiley, CO 81092",Resident 1021,A-20021,2025/03/14,335139,gal,,R4,
M-1022,"254 County Rd 14, Wiley, CO 81092",Resident 1022,A-20022,2025/03/14,349174,gal,,R5,
M-1023,"261 Highway 287, Wiley, CO 81092",Resident 1023,A-20023,2025/03/14,216346,gal,,R6,
M-1024,"268 Maple Ave, Wiley, CO 81092",Resident 1024,A-20024,2025/03/14,279603,gal,,R1,
M-1025,"275 Oak St, Wiley, CO 81092",Resident 1025,A-20025,2025/03/14,132331,gal,,R2,
M-1026,"282 Elm St, Wiley, CO 81092",Resident 1026,A-20026,2025/03/14,165295,gal,,R3,
M-1027,"289 3rd Ave, Wiley, CO 81092",Resident 1027,A-20027,2025/03/14,312091,gal,,R4,
M-1028,"296 5th St, Wiley, CO 81092",Resident 1028,A-20028,2025/03/14,107630,gal,,R5,
M-1029,"303 Ranch Rd, Wiley, CO 81092",Resident 1029,A-20029,2025/03/14,316235,gal,,R6,
M-1030,"310 Irrigation Ln, Wiley, CO 81092",Resident 1030,A-20030,2025/03/14,239505,gal,,R1,
M-1031,"317 North Frontage, Wiley, CO 81092",Resident 1031,A-20031,2025/03/14,331930,gal,,R2,
M-1032,"324 South Loop, Wiley, CO 81092",Resident 1032,A-20032,2025/03/14,228405,gal,,R3,
M-1033,"331 Pioneer Rd, Wiley, CO 81092",Resident 1033,A-20033,2025/03/14,468556,gal,,R4,
M-1034,"338 Cottonwood Dr, Wiley, CO 81092",Resident 1034,A-20034,2025/03/14,396222,gal,,R5,
M-1035,"345 Sand Creek Rd, Wiley, CO 81092",Resident 1035,A-20035,2025/03/14,431106,gal,,R6,
M-1036,"352 Prairie View, Wiley, CO 81092",Resident 1036,A-20036,2025/03/14,321696,gal,,R1,
M-1037,"359 School House Rd, Wiley, CO 81092",Resident 1037,A-20037,2025/03/14,196087,gal,,R2,
M-1038,"366 Cemetery Rd, Wiley, CO 81092",Resident 1038,A-20038,2025/03/14,175899,gal,,R3,
M-1039,"373 Grain Elevator Rd, Wiley, CO 81092",Resident 1039,A-20039,2025/03/14,263882,gal,,R4,
M-1040,"380 Main St, Wiley, CO 81092",Resident 1040,A-20040,2025/03/14,205365,gal,,R5,
M-1041,"387 County Rd 10, Wiley, CO 81092",Resident 1041,A-20041,2025/03/14,118278,gal,,R6,
M-1042,"394 County Rd 14, Wiley, CO 81092",Resident 1042,A-20042,2025/03/14,386947,gal,,R1,
M-1043,"401 Highway 287, Wiley, CO 81092",Resident 1043,A-20043,2025/03/14,360362,gal,,R2,
M-1044,"408 Maple Ave, Wiley, CO 81092",Resident 1044,A-20044,2025/03/14,110644,gal,,R3,
M-1045,"415 Oak St, Wiley, CO 81092",Resident 1045,A-20045,2025/03/14,276959,gal,,R4,
M-1046,"422 Elm St, Wiley, CO 81092",Resident 1046,A-20046,2025/03/14,115069,gal,,R5,
M-1047,"429 3rd Ave, Wiley, CO 81092",Resident 1047,A-20047,2025/03/14,98926,gal,,R6,
M-1048,"436 5th St, Wiley, CO 81092",Resident 1048,A-20048,2025/03/14,377965,gal,,R1,
M-1049,"443 Ranch Rd, Wiley, CO 81092",Resident 1049,A-20049,2025/03/14,339980,gal,,R2,
M-1050,"450 Irrigation Ln, Wiley, CO 81092",Resident 1050,A-20050,2025/03/14,336922,gal,,R3,
M-1051,"457 North Frontage, Wiley, CO 81092",Resident 1051,A-20051,2025/03/14,365967,gal,,R4,
M-1052,"464 South Loop, Wiley, CO 81092",Resident 1052,A-20052,2025/03/14,171447,gal,,R5,
M-1053,"471 Pioneer Rd, Wiley, CO 81092",Resident 1053,A-20053,2025/03/14,132944,gal,,R6,
M-1054,"478 Cottonwood Dr, Wiley, CO 81092",Resident 1054,A-20054,2025/03/14,350448,gal,,R1,
M-1055,"485 Sand Creek Rd, Wiley, CO 81092",Resident 1055,A-20055,2025/03/14,110795,gal,,R2,
M-1056,"492 Prairie View, Wiley, CO 81092",Resident 1056,A-20056,2025/03/14,204595,gal,,R3,
M-1057,"499 School House Rd, Wiley, CO 81092",Resident 1057,A-20057,2025/03/14,130409,gal,,R4,
M-1058,"506 Cemetery Rd, Wiley, CO 81092",Resident 1058,A-20058,2025/03/14,412458,gal,,R5,
M-1059,"513 Grain Elevator Rd, Wiley, CO 81092",Resident 1059,A-20059,2025/03/14,110719,gal,,R6,
M-1060,"520 Main St, Wiley, CO 81092",Resident 1060,A-20060,2025/03/14,214945,gal,,R1,
M-1061,"527 County Rd 10, Wiley, CO 81092",Resident 1061,A-20061,2025/03/14,283066,gal,,R2,
M-1062,"534 County Rd 14, Wiley, CO 81092",Resident 1062,A-20062,2025/03/14,161607,gal,,R3,
M-1063,"541 Highway 287, Wiley, CO 81092",Resident 1063,A-20063,2025/03/14,382685,gal,,R4,
M-1064,"548 Maple Ave, Wiley, CO 81092",Resident 1064,A-20064,2025/03/14,232751,gal,,R5,
M-1065,"555 Oak St, Wiley, CO 81092",Resident 1065,A-20065,2025/03/14,408879,gal,,R6,
M-1066,"562 Elm St, Wiley, CO 81092",Resident 1066,A-20066,2025/03/14,401333,gal,,R1,
M-1067,"569 3rd Ave, Wiley, CO 81092",Resident 1067,A-20067,2025/03/14,122510,gal,,R2,
M-1068,"576 5th St, Wiley, CO 81092",Resident 1068,A-20068,2025/03/14,403063,gal,,R3,
M-1069,"583 Ranch Rd, Wiley, CO 81092",Resident 1069,A-20069,2025/03/14,155150,gal,,R4,
M-1070,"590 Irrigation Ln, Wiley, CO 81092",Resident 1070,A-20070,2025/03/14,290238,gal,,R5,
M-1071,"597 North Frontage, Wiley, CO 81092",Resident 1071,A-20071,2025/03/14,413975,gal,,R6,
M-1072,"604 South Loop, Wiley, CO 81092",Resident 1072,A-20072,2025/03/14,413004,gal,,R1,
M-1073,"611 Pioneer Rd, Wiley, CO 81092",Resident 1073,A-20073,2025/03/14,378113,gal,,R2,
M-1074,"618 Cottonwood Dr, Wiley, CO 81092",Resident 1074,A-20074,2025/03/14,357153,gal,,R3,
M-1075,"625 Sand Creek Rd, Wiley, CO 81092",Resident 1075,A-20075,2025/03/14,237081,gal,,R4,
M-1076,"632 Prairie View, Wiley, CO 81092",Resident 1076,A-20076,2025/03/14,216655,gal,,R5,
M-1077,"639 School House Rd, Wiley, CO 81092",Resident 1077,A-20077,2025/03/14,179401,gal,,R6,
M-1078,"646 Cemetery Rd, Wiley, CO 81092",Resident 1078,A-20078,2025/03/14,255967,gal,,R1,
M-1079,"653 Grain Elevator Rd, Wiley, CO 81092",Resident 1079,A-20079,2025/03/14,208556,gal,,R2,
M-1080,"660 Main St, Wiley, CO 81092",Resident 1080,A-20080,2025/03/14,233523,gal,,R3,
M-1081,"667 County Rd 10, Wiley, CO 81092",Resident 1081,A-20081,2025/03/14,312586,gal,,R4,
M-1082,"674 County Rd 14, Wiley, CO 81092",Resident 1082,A-20082,2025/03/14,157019,gal,,R5,
M-1083,"681 Highway 287, Wiley, CO 81092",Resident 1083,A-20083,2025/03/14,414270,gal,,R6,
M-1084,"688 Maple Ave, Wiley, CO 81092",Resident 1084,A-20084,2025/03/14,244660,gal,,R1,
M-1085,"695 Oak St, Wiley, CO 81092",Resident 1085,A-20085,2025/03/14,327034,gal,,R2,
M-1086,"702 Elm St, Wiley, CO 81092",Resident 1086,A-20086,2025/03/14,246052,gal,,R3,
M-1087,"709 3rd Ave, Wiley, CO 81092",Resident 1087,A-20087,2025/03/14,143349,gal,,R4,
M-1088,"716 5th St, Wiley, CO 81092",Resident 1088,A-20088,2025/03/14,87563,gal,,R5,
M-1089,"723 Ranch Rd, Wiley, CO 81092",Resident 1089,A-20089,2025/03/14,439576,gal,,R6,
M-1090,"730 Irrigation Ln, Wiley, CO 81092",Resident 1090,A-20090,2025/03/14,430780,gal,,R1,
M-1091,"737 North Frontage, Wiley, CO 81092",Resident 1091,A-20091,2025/03/14,398886,gal,,R2,
M-1092,"744 South Loop, Wiley, CO 81092",Resident 1092,A-20092,2025/03/14,129666,gal,,R3,
M-1093,"751 Pioneer Rd, Wiley, CO 81092",Resident 1093,A-20093,2025/03/14,137659,gal,,R4,
M-1094,"758 Cottonwood Dr, Wiley, CO 81092",Resident 1094,A-20094,2025/03/14,393191,gal,,R5,
M-1095,"765 Sand Creek Rd, Wiley, CO 81092",Resident 1095,A-20095,2025/03/14,193881,gal,,R6,
M-1096,"772 Prairie View, Wiley, CO 81092",Resident 1096,A-20096,2025/03/14,342034,gal,,R1,
M-1097,"779 School House Rd, Wiley, CO 81092",Resident 1097,A-20097,2025/03/14,233690,gal,,R2,
M-1098,"786 Cemetery Rd, Wiley, CO 81092",Resident 1098,A-20098,2025/03/14,160406,gal,,R3,
M-1099,"793 Grain Elevator Rd, Wiley, CO 81092",Resident 1099,A-20099,2025/03/14,266781,gal,,R4,
M-1100,"800 Main St, Wiley, CO 81092",Resident 1100,A-20100,2025/03/14,138665,gal,,R5,
M-1101,"807 County Rd 10, Wiley, CO 81092",Resident 1101,A-20101,2025/03/14,235522,gal,,R6,
M-1102,"814 County Rd 14, Wiley, CO 81092",Resident 1102,A-20102,2025/03/14,296948,gal,,R1,
M-1103,"821 Highway 287, Wiley, CO 81092",Resident 1103,A-20103,2025/03/14,231914,gal,,R2,
M-1104,"828 Maple Ave, Wiley, CO 81092",Resident 1104,A-20104,2025/03/14,191119,gal,,R3,
M-1105,"835 Oak St, Wiley, CO 81092",Resident 1105,A-20105,2025/03/14,317067,gal,,R4,
M-1106,"842 Elm St, Wiley, CO 81092",Resident 1106,A-20106,2025/03/14,401221,gal,,R5,
M-1107,"849 3rd Ave, Wiley, CO 81092",Resident 1107,A-20107,2025/03/14,229904,gal,,R6,
M-1108,"856 5th St, Wiley, CO 81092",Resident 1108,A-20108,2025/03/14,401898,gal,,R1,
M-1109,"863 Ranch Rd, Wiley, CO 81092",Resident 1109,A-20109,2025/03/14,412154,gal,,R2,
M-1110,"870 Irrigation Ln, Wiley, CO 81092",Resident 1110,A-20110,2025/03/14,365316,gal,,R3,
M-1111,"877 North Frontage, Wiley, CO 81092",Resident 1111,A-20111,2025/03/14,95124,gal,,R4,
M-1112,"884 South Loop, Wiley, CO 81092",Resident 1112,A-20112,2025/03/14,371517,gal,,R5,
M-1113,"891 Pioneer Rd, Wiley, CO 81092",Resident 1113,A-20113,2025/03/14,227720,gal,,R6,
M-1114,"898 Cottonwood Dr, Wiley, CO 81092",Resident 1114,A-20114,2025/03/14,426798,gal,,R1,
M-1115,"905 Sand Creek Rd, Wiley, CO 81092",Resident 1115,A-20115,2025/03/14,156411,gal,,R2,
M-1116,"912 Prairie View, Wiley, CO 81092",Resident 1116,A-20116,2025/03/14,179608,gal,,R3,
M-1117,"919 School House Rd, Wiley, CO 81092",Resident 1117,A-20117,2025/03/14,227084,gal,,R4,
M-1118,"926 Cemetery Rd, Wiley, CO 81092",Resident 1118,A-20118,2025/03/14,140489,gal,,R5,
M-1119,"933 Grain Elevator Rd, Wiley, CO 81092",Resident 1119,A-20119,2025/03/14,163423,gal,,R6,
M-1120,"940 Main St, Wiley, CO 81092",Resident 1120,A-20120,2025/03/14,383358,gal,,R1,
M-1121,"947 County Rd 10, Wiley, CO 81092",Resident 1121,A-20121,2025/03/14,171821,gal,,R2,
M-1122,"954 County Rd 14, Wiley, CO 81092",Resident 1122,A-20122,2025/03/14,247893,gal,,R3,
M-1123,"961 Highway 287, Wiley, CO 81092",Resident 1123,A-20123,2025/03/14,241693,gal,,R4,
M-1124,"968 Maple Ave, Wiley, CO 81092",Resident 1124,A-20124,2025/03/14,393022,gal,,R5,
M-1125,"975 Oak St, Wiley, CO 81092",Resident 1125,A-20125,2025/03/14,192103,gal,,R6,
M-1126,"982 Elm St, Wiley, CO 81092",Resident 1126,A-20126,2025/03/14,254701,gal,,R1,
M-1127,"989 3rd Ave, Wiley, CO 81092",Resident 1127,A-20127,2025/03/14,189236,gal,,R2,
M-1128,"996 5th St, Wiley, CO 81092",Resident 1128,A-20128,2025/03/14,449213,gal,,R3,
M-1129,"1003 Ranch Rd, Wiley, CO 81092",Resident 1129,A-20129,2025/03/14,239830,gal,,R4,
M-1130,"1010 Irrigation Ln, Wiley, CO 81092",Resident 1130,A-20130,2025/03/14,365393,gal,,R5,
M-1131,"1017 North Frontage, Wiley, CO 81092",Resident 1131,A-20131,2025/03/14,337478,gal,,R6,
M-1132,"1024 South Loop, Wiley, CO 81092",Resident 1132,A-20132,2025/03/14,241908,gal,,R1,
M-1133,"1031 Pioneer Rd, Wiley, CO 81092",Resident 1133,A-20133,2025/03/14,128175,gal,,R2,
M-1134,"1038 Cottonwood Dr, Wiley, CO 81092",Resident 1134,A-20134,2025/03/14,140412,gal,,R3,
M-1135,"1045 Sand Creek Rd, Wiley, CO 81092",Resident 1135,A-20135,2025/03/14,432714,gal,,R4,
M-1136,"1052 Prairie View, Wiley, CO 81092",Resident 1136,A-20136,2025/03/14,313402,gal,,R5,
M-1137,"1059 School House Rd, Wiley, CO 81092",Resident 1137,A-20137,2025/03/14,235213,gal,,R6,
M-1138,"1066 Cemetery Rd, Wiley, CO 81092",Resident 1138,A-20138,2025/03/14,105249,gal,,R1,
M-1139,"1073 Grain Elevator Rd, Wiley, CO 81092",Resident 1139,A-20139,2025/03/14,76188,gal,,R2,
M-1140,"1080 Main St, Wiley, CO 81092",Resident 1140,A-20140,2025/03/14,272442,gal,,R3,
M-1141,"1087 County Rd 10, Wiley, CO 81092",Resident 1141,A-20141,2025/03/14,166736,gal,,R4,
M-1142,"1094 County Rd 14, Wiley, CO 81092",Resident 1142,A-20142,2025/03/14,405976,gal,,R5,
M-1143,"1101 Highway 287, Wiley, CO 81092",Resident 1143,A-20143,2025/03/14,252141,gal,,R6,
M-1144,"1108 Maple Ave, Wiley, CO 81092",Resident 1144,A-20144,2025/03/14,153930,gal,,R1,
M-1145,"1115 Oak St, Wiley, CO 81092",Resident 1145,A-20145,2025/03/14,305817,gal,,R2,
M-1146,"1122 Elm St, Wiley, CO 81092",Resident 1146,A-20146,2025/03/14,365005,gal,,R3,
M-1147,"1129 3rd Ave, Wiley, CO 81092",Resident 1147,A-20147,2025/03/14,329826,gal,,R4,
M-1148,"1136 5th St, Wiley, CO 81092",Resident 1148,A-20148,2025/03/14,369822,gal,,R5,
M-1149,"1143 Ranch Rd, Wiley, CO 81092",Resident 1149,A-20149,2025/03/14,110016,gal,,R6,
M-1150,"1150 Irrigation Ln, Wiley, CO 81092",Resident 1150,A-20150,2025/03/14,152430,gal,,R1,
M-1151,"1157 North Frontage, Wiley, CO 81092",Resident 1151,A-20151,2025/03/14,140721,gal,,R2,
M-1152,"1164 South Loop, Wiley, CO 81092",Resident 1152,A-20152,2025/03/14,149237,gal,,R3,
M-1153,"1171 Pioneer Rd, Wiley, CO 81092",Resident 1153,A-20153,2025/03/14,375842,gal,,R4,
M-1154,"1178 Cottonwood Dr, Wiley, CO 81092",Resident 1154,A-20154,2025/03/14,109569,gal,,R5,
M-1155,"1185 Sand Creek Rd, Wiley, CO 81092",Resident 1155,A-20155,2025/03/14,296396,gal,,R6,
M-1156,"1192 Prairie View, Wiley, CO 81092",Resident 1156,A-20156,2025/03/14,546406,gal,,R1,
M-1157,"1199 School House Rd, Wiley, CO 81092",Resident 1157,A-20157,2025/03/14,388793,gal,,R2,
M-1158,"1206 Cemetery Rd, Wiley, CO 81092",Resident 1158,A-20158,2025/03/14,161043,gal,,R3,
M-1159,"1213 Grain Elevator Rd, Wiley, CO 81092",Resident 1159,A-20159,2025/03/14,323737,gal,,R4,
M-1160,"1220 Main St, Wiley, CO 81092",Resident 1160,A-20160,2025/03/14,133808,gal,,R5,
M-1161,"1227 County Rd 10, Wiley, CO 81092",Resident 1161,A-20161,2025/03/14,129815,gal,,R6,
M-1162,"1234 County Rd 14, Wiley, CO 81092",Resident 1162,A-20162,2025/03/14,274687,gal,,R1,
M-1163,"1241 Highway 287, Wiley, CO 81092",Resident 1163,A-20163,2025/03/14,265245,gal,,R2,
M-1164,"1248 Maple Ave, Wiley, CO 81092",Resident 1164,A-20164,2025/03/14,129266,gal,,R3,
M-1165,"1255 Oak St, Wiley, CO 81092",Resident 1165,A-20165,2025/03/14,285168,gal,,R4,
